engine,dataset_size,repetition,workload,query_rank,latency_ms,recall10,returned_count,candidate_count,execution_path
pg-diskann,250000,1,w1,550,9.387709,1.0,10,,diskann
pg-diskann,250000,1,w1,729,10.066625,1.0,10,,diskann
pg-diskann,250000,1,w1,743,8.8765,1.0,10,,diskann
pg-diskann,250000,1,w1,274,11.999875,1.0,10,,diskann
pg-diskann,250000,1,w1,570,8.836416,1.0,10,,diskann
pg-diskann,250000,1,w1,245,7.85475,1.0,10,,diskann
pg-diskann,250000,1,w1,293,8.268458,1.0,10,,diskann
pg-diskann,250000,1,w1,666,12.279125,1.0,10,,diskann
pg-diskann,250000,1,w1,665,8.319458,1.0,10,,diskann
pg-diskann,250000,1,w1,945,10.921958,0.7,10,,diskann
pg-diskann,250000,1,w1,495,7.567333,1.0,10,,diskann
pg-diskann,250000,1,w1,394,9.654334,0.8,10,,diskann
pg-diskann,250000,1,w1,243,7.541167,1.0,10,,diskann
pg-diskann,250000,1,w1,255,7.658584,0.8,10,,diskann
pg-diskann,250000,1,w1,726,8.983042,1.0,10,,diskann
pg-diskann,250000,1,w1,189,7.0545,1.0,10,,diskann
pg-diskann,250000,1,w1,151,9.539667,1.0,10,,diskann
pg-diskann,250000,1,w1,192,8.741125,1.0,10,,diskann
pg-diskann,250000,1,w1,161,7.161792,1.0,10,,diskann
pg-diskann,250000,1,w1,833,7.038416,0.5,10,,diskann
pg-diskann,250000,1,w1,673,7.889375,1.0,10,,diskann
pg-diskann,250000,1,w1,507,7.537791,1.0,10,,diskann
pg-diskann,250000,1,w1,129,10.727958,1.0,10,,diskann
pg-diskann,250000,1,w1,238,7.49075,0.9,10,,diskann
pg-diskann,250000,1,w1,260,9.264708,1.0,10,,diskann
pg-diskann,250000,1,w1,212,8.523334,1.0,10,,diskann
pg-diskann,250000,1,w1,208,7.850917,1.0,10,,diskann
pg-diskann,250000,1,w1,536,8.212,1.0,10,,diskann
pg-diskann,250000,1,w1,508,6.70725,1.0,10,,diskann
pg-diskann,250000,1,w1,138,8.299583,1.0,10,,diskann
pg-diskann,250000,1,w1,442,8.174125,1.0,10,,diskann
pg-diskann,250000,1,w1,359,8.02025,1.0,10,,diskann
pg-diskann,250000,1,w1,955,8.430416,1.0,10,,diskann
pg-diskann,250000,1,w1,494,8.834209,1.0,10,,diskann
pg-diskann,250000,1,w1,763,8.381084,1.0,10,,diskann
pg-diskann,250000,1,w1,520,7.484125,1.0,10,,diskann
pg-diskann,250000,1,w1,418,8.525042,1.0,10,,diskann
pg-diskann,250000,1,w1,661,8.276,1.0,10,,diskann
pg-diskann,250000,1,w1,229,8.024084,1.0,10,,diskann
pg-diskann,250000,1,w1,231,8.042666,1.0,10,,diskann
pg-diskann,250000,1,w1,195,7.390958,1.0,10,,diskann
pg-diskann,250000,1,w1,896,11.935375,1.0,10,,diskann
pg-diskann,250000,1,w1,391,9.426666,0.9,10,,diskann
pg-diskann,250000,1,w1,113,6.567542,1.0,10,,diskann
pg-diskann,250000,1,w1,276,9.848417,1.0,10,,diskann
pg-diskann,250000,1,w1,935,8.392875,1.0,10,,diskann
pg-diskann,250000,1,w1,701,11.91225,1.0,10,,diskann
pg-diskann,250000,1,w1,723,7.909708,1.0,10,,diskann
pg-diskann,250000,1,w1,683,7.977958,1.0,10,,diskann
pg-diskann,250000,1,w1,560,11.63625,1.0,10,,diskann
pg-diskann,250000,1,w1,700,7.685542,1.0,10,,diskann
pg-diskann,250000,1,w1,716,6.575583,1.0,10,,diskann
pg-diskann,250000,1,w1,912,7.9525,1.0,10,,diskann
pg-diskann,250000,1,w1,258,7.836292,0.9,10,,diskann
pg-diskann,250000,1,w1,173,7.9795,1.0,10,,diskann
pg-diskann,250000,1,w1,638,8.116417,1.0,10,,diskann
pg-diskann,250000,1,w1,335,9.757,1.0,10,,diskann
pg-diskann,250000,1,w1,503,7.703625,0.9,10,,diskann
pg-diskann,250000,1,w1,813,8.63875,1.0,10,,diskann
pg-diskann,250000,1,w1,406,8.468667,1.0,10,,diskann
pg-diskann,250000,1,w1,242,7.777708,1.0,10,,diskann
pg-diskann,250000,1,w1,137,9.985583,1.0,10,,diskann
pg-diskann,250000,1,w1,446,7.554875,1.0,10,,diskann
pg-diskann,250000,1,w1,947,6.89975,1.0,10,,diskann
pg-diskann,250000,1,w1,506,9.5655,1.0,10,,diskann
pg-diskann,250000,1,w1,228,5.894583,1.0,10,,diskann
pg-diskann,250000,1,w1,342,9.535625,1.0,10,,diskann
pg-diskann,250000,1,w1,939,8.218958,1.0,10,,diskann
pg-diskann,250000,1,w1,705,5.70525,0.8,10,,diskann
pg-diskann,250000,1,w1,651,7.149541,1.0,10,,diskann
pg-diskann,250000,1,w1,944,7.880292,0.9,10,,diskann
pg-diskann,250000,1,w1,745,9.20625,1.0,10,,diskann
pg-diskann,250000,1,w1,422,8.249291,1.0,10,,diskann
pg-diskann,250000,1,w1,443,8.114791,1.0,10,,diskann
pg-diskann,250000,1,w1,923,8.571292,0.9,10,,diskann
pg-diskann,250000,1,w1,322,8.197166,1.0,10,,diskann
pg-diskann,250000,1,w1,569,5.567417,1.0,10,,diskann
pg-diskann,250000,1,w1,878,7.141458,1.0,10,,diskann
pg-diskann,250000,1,w1,882,8.563,1.0,10,,diskann
pg-diskann,250000,1,w1,437,8.230875,1.0,10,,diskann
pg-diskann,250000,1,w1,510,7.778958,0.7,10,,diskann
pg-diskann,250000,1,w1,801,8.173416,1.0,10,,diskann
pg-diskann,250000,1,w1,136,8.026708,1.0,10,,diskann
pg-diskann,250000,1,w1,622,8.43725,1.0,10,,diskann
