engine,dataset_size,repetition,workload,query_rank,latency_ms,recall10,returned_count,candidate_count,execution_path
pg-hnsw,250000,3,w1,423,1.790417,1.0,10,,hnsw
pg-hnsw,250000,3,w1,122,2.051833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,706,5.305792,1.0,10,,hnsw
pg-hnsw,250000,3,w1,418,2.909,1.0,10,,hnsw
pg-hnsw,250000,3,w1,908,2.526792,1.0,10,,hnsw
pg-hnsw,250000,3,w1,642,2.472959,0.9,10,,hnsw
pg-hnsw,250000,3,w1,515,2.055584,1.0,10,,hnsw
pg-hnsw,250000,3,w1,225,2.170333,1.0,10,,hnsw
pg-hnsw,250000,3,w1,176,2.624375,0.9,10,,hnsw
pg-hnsw,250000,3,w1,644,2.561583,1.0,10,,hnsw
pg-hnsw,250000,3,w1,576,3.152458,0.8,10,,hnsw
pg-hnsw,250000,3,w1,785,3.165334,1.0,10,,hnsw
pg-hnsw,250000,3,w1,431,1.672666,1.0,10,,hnsw
pg-hnsw,250000,3,w1,415,2.540625,1.0,10,,hnsw
pg-hnsw,250000,3,w1,508,2.185541,1.0,10,,hnsw
pg-hnsw,250000,3,w1,248,2.179791,0.9,10,,hnsw
pg-hnsw,250000,3,w1,522,2.609583,1.0,10,,hnsw
pg-hnsw,250000,3,w1,301,2.317,1.0,10,,hnsw
pg-hnsw,250000,3,w1,694,2.774542,0.2,10,,hnsw
pg-hnsw,250000,3,w1,711,2.431958,1.0,10,,hnsw
pg-hnsw,250000,3,w1,227,2.493666,1.0,10,,hnsw
pg-hnsw,250000,3,w1,880,3.066667,0.8,10,,hnsw
pg-hnsw,250000,3,w1,701,2.408292,1.0,10,,hnsw
pg-hnsw,250000,3,w1,113,2.298917,1.0,10,,hnsw
pg-hnsw,250000,3,w1,656,3.184792,0.9,10,,hnsw
pg-hnsw,250000,3,w1,899,3.059834,1.0,10,,hnsw
pg-hnsw,250000,3,w1,351,2.83025,1.0,10,,hnsw
pg-hnsw,250000,3,w1,620,3.009042,1.0,10,,hnsw
pg-hnsw,250000,3,w1,792,1.959334,1.0,10,,hnsw
pg-hnsw,250000,3,w1,492,2.667458,1.0,10,,hnsw
pg-hnsw,250000,3,w1,802,2.417625,1.0,10,,hnsw
pg-hnsw,250000,3,w1,328,1.941041,1.0,10,,hnsw
pg-hnsw,250000,3,w1,131,2.454292,0.8,10,,hnsw
pg-hnsw,250000,3,w1,445,2.53675,1.0,10,,hnsw
pg-hnsw,250000,3,w1,739,1.786208,1.0,10,,hnsw
pg-hnsw,250000,3,w1,413,5.754417,1.0,10,,hnsw
pg-hnsw,250000,3,w1,950,1.862167,1.0,10,,hnsw
pg-hnsw,250000,3,w1,458,2.278666,1.0,10,,hnsw
pg-hnsw,250000,3,w1,427,3.152917,0.5,10,,hnsw
pg-hnsw,250000,3,w1,505,2.689209,1.0,10,,hnsw
pg-hnsw,250000,3,w1,134,2.696041,0.3,10,,hnsw
pg-hnsw,250000,3,w1,635,2.036125,1.0,10,,hnsw
pg-hnsw,250000,3,w1,961,2.802042,1.0,10,,hnsw
pg-hnsw,250000,3,w1,949,2.360958,1.0,10,,hnsw
pg-hnsw,250000,3,w1,173,2.223833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,546,2.756541,1.0,10,,hnsw
pg-hnsw,250000,3,w1,915,1.810625,1.0,10,,hnsw
pg-hnsw,250000,3,w1,700,2.173791,1.0,10,,hnsw
pg-hnsw,250000,3,w1,203,2.305917,1.0,10,,hnsw
pg-hnsw,250000,3,w1,396,2.589209,1.0,10,,hnsw
pg-hnsw,250000,3,w1,422,2.322166,1.0,10,,hnsw
pg-hnsw,250000,3,w1,536,2.660625,1.0,10,,hnsw
pg-hnsw,250000,3,w1,793,2.352917,0.9,10,,hnsw
pg-hnsw,250000,3,w1,368,5.220958,1.0,10,,hnsw
pg-hnsw,250000,3,w1,608,2.611709,1.0,10,,hnsw
pg-hnsw,250000,3,w1,715,1.633083,1.0,10,,hnsw
pg-hnsw,250000,3,w1,895,3.410292,1.0,10,,hnsw
pg-hnsw,250000,3,w1,627,2.439084,0.3,10,,hnsw
pg-hnsw,250000,3,w1,809,2.5055,0.9,10,,hnsw
pg-hnsw,250000,3,w1,638,2.013834,1.0,10,,hnsw
pg-hnsw,250000,3,w1,794,1.949791,1.0,10,,hnsw
pg-hnsw,250000,3,w1,387,1.99175,1.0,10,,hnsw
pg-hnsw,250000,3,w1,406,2.348709,1.0,10,,hnsw
pg-hnsw,250000,3,w1,993,1.911666,1.0,10,,hnsw
pg-hnsw,250000,3,w1,363,3.869792,0.9,10,,hnsw
pg-hnsw,250000,3,w1,657,2.864459,1.0,10,,hnsw
pg-hnsw,250000,3,w1,317,4.018916,1.0,10,,hnsw
pg-hnsw,250000,3,w1,671,3.050292,0.9,10,,hnsw
pg-hnsw,250000,3,w1,691,5.381,1.0,10,,hnsw
pg-hnsw,250000,3,w1,755,2.665833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,798,3.976042,1.0,10,,hnsw
pg-hnsw,250000,3,w1,851,2.806791,1.0,10,,hnsw
pg-hnsw,250000,3,w1,955,2.272,1.0,10,,hnsw
pg-hnsw,250000,3,w1,494,2.174375,1.0,10,,hnsw
pg-hnsw,250000,3,w1,874,2.965667,0.8,10,,hnsw
pg-hnsw,250000,3,w1,486,2.039333,1.0,10,,hnsw
pg-hnsw,250000,3,w1,562,2.024834,1.0,10,,hnsw
pg-hnsw,250000,3,w1,316,1.841833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,401,2.716875,1.0,10,,hnsw
pg-hnsw,250000,3,w1,290,2.338709,1.0,10,,hnsw
pg-hnsw,250000,3,w1,746,2.167083,1.0,10,,hnsw
pg-hnsw,250000,3,w1,520,2.042833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,481,2.937666,1.0,10,,hnsw
pg-hnsw,250000,3,w1,319,2.147334,1.0,10,,hnsw
pg-hnsw,250000,3,w1,539,6.006958,1.0,10,,hnsw
pg-hnsw,250000,3,w1,769,2.599625,1.0,10,,hnsw
pg-hnsw,250000,3,w1,988,4.519167,1.0,10,,hnsw
pg-hnsw,250000,3,w1,407,2.375375,1.0,10,,hnsw
pg-hnsw,250000,3,w1,927,2.319208,1.0,10,,hnsw
pg-hnsw,250000,3,w1,314,2.486167,0.8,10,,hnsw
pg-hnsw,250000,3,w1,605,2.224042,1.0,10,,hnsw
pg-hnsw,250000,3,w1,559,2.425417,0.9,10,,hnsw
pg-hnsw,250000,3,w1,956,2.85625,0.9,10,,hnsw
pg-hnsw,250000,3,w1,529,2.966584,1.0,10,,hnsw
pg-hnsw,250000,3,w1,129,2.988792,0.7,10,,hnsw
pg-hnsw,250000,3,w1,578,2.096292,1.0,10,,hnsw
pg-hnsw,250000,3,w1,718,1.949583,1.0,10,,hnsw
pg-hnsw,250000,3,w1,738,2.961542,0.7,10,,hnsw
pg-hnsw,250000,3,w1,877,1.981416,1.0,10,,hnsw
pg-hnsw,250000,3,w1,284,2.545125,1.0,10,,hnsw
pg-hnsw,250000,3,w1,321,2.852167,1.0,10,,hnsw
pg-hnsw,250000,3,w1,856,2.255375,0.9,10,,hnsw
pg-hnsw,250000,3,w1,474,2.023708,1.0,10,,hnsw
pg-hnsw,250000,3,w1,375,1.963041,1.0,10,,hnsw
pg-hnsw,250000,3,w1,541,3.394959,0.6,10,,hnsw
pg-hnsw,250000,3,w1,893,5.181125,0.9,10,,hnsw
pg-hnsw,250000,3,w1,360,2.502625,1.0,10,,hnsw
pg-hnsw,250000,3,w1,148,4.26175,1.0,10,,hnsw
pg-hnsw,250000,3,w1,859,2.305417,1.0,10,,hnsw
pg-hnsw,250000,3,w1,349,5.959792,1.0,10,,hnsw
pg-hnsw,250000,3,w1,714,6.287459,0.8,10,,hnsw
pg-hnsw,250000,3,w1,986,3.002083,1.0,10,,hnsw
pg-hnsw,250000,3,w1,298,2.694584,1.0,10,,hnsw
pg-hnsw,250000,3,w1,537,3.75975,0.6,10,,hnsw
pg-hnsw,250000,3,w1,217,2.646292,0.9,10,,hnsw
pg-hnsw,250000,3,w1,172,6.08775,1.0,10,,hnsw
pg-hnsw,250000,3,w1,262,3.879,0.8,10,,hnsw
pg-hnsw,250000,3,w1,834,3.279834,0.6,10,,hnsw
pg-hnsw,250000,3,w1,965,2.430875,1.0,10,,hnsw
pg-hnsw,250000,3,w1,853,3.76475,0.7,10,,hnsw
pg-hnsw,250000,3,w1,641,2.201292,0.8,10,,hnsw
pg-hnsw,250000,3,w1,501,2.833208,1.0,10,,hnsw
pg-hnsw,250000,3,w1,452,2.581292,1.0,10,,hnsw
pg-hnsw,250000,3,w1,655,2.968083,1.0,10,,hnsw
pg-hnsw,250000,3,w1,903,2.835833,0.9,10,,hnsw
pg-hnsw,250000,3,w1,983,2.393333,1.0,10,,hnsw
pg-hnsw,250000,3,w1,747,1.883917,1.0,10,,hnsw
pg-hnsw,250000,3,w1,130,1.988,1.0,10,,hnsw
pg-hnsw,250000,3,w1,588,3.430333,0.6,10,,hnsw
pg-hnsw,250000,3,w1,613,1.686541,1.0,10,,hnsw
pg-hnsw,250000,3,w1,432,2.691334,1.0,10,,hnsw
pg-hnsw,250000,3,w1,684,2.161083,1.0,10,,hnsw
pg-hnsw,250000,3,w1,336,2.408,1.0,10,,hnsw
pg-hnsw,250000,3,w1,881,2.413833,0.9,10,,hnsw
pg-hnsw,250000,3,w1,307,2.149542,1.0,10,,hnsw
pg-hnsw,250000,3,w1,239,2.318708,1.0,10,,hnsw
pg-hnsw,250000,3,w1,179,1.70125,1.0,10,,hnsw
pg-hnsw,250000,3,w1,488,3.87125,1.0,10,,hnsw
pg-hnsw,250000,3,w1,535,2.84025,1.0,10,,hnsw
pg-hnsw,250000,3,w1,911,2.454833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,630,2.303875,1.0,10,,hnsw
pg-hnsw,250000,3,w1,274,2.524,1.0,10,,hnsw
pg-hnsw,250000,3,w1,108,2.013583,1.0,10,,hnsw
pg-hnsw,250000,3,w1,435,2.184375,1.0,10,,hnsw
pg-hnsw,250000,3,w1,464,3.03775,0.9,10,,hnsw
pg-hnsw,250000,3,w1,858,8.022458,1.0,10,,hnsw
pg-hnsw,250000,3,w1,470,2.540958,1.0,10,,hnsw
pg-hnsw,250000,3,w1,544,3.023625,0.9,10,,hnsw
pg-hnsw,250000,3,w1,380,2.994417,0.8,10,,hnsw
pg-hnsw,250000,3,w1,264,1.749375,1.0,10,,hnsw
pg-hnsw,250000,3,w1,249,1.563084,1.0,10,,hnsw
pg-hnsw,250000,3,w1,285,2.562792,1.0,10,,hnsw
pg-hnsw,250000,3,w1,504,2.527208,1.0,10,,hnsw
pg-hnsw,250000,3,w1,612,1.61575,1.0,10,,hnsw
pg-hnsw,250000,3,w1,957,1.932417,1.0,10,,hnsw
pg-hnsw,250000,3,w1,206,2.621167,0.7,10,,hnsw
pg-hnsw,250000,3,w1,469,2.420834,1.0,10,,hnsw
pg-hnsw,250000,3,w1,516,1.575459,1.0,10,,hnsw
pg-hnsw,250000,3,w1,116,2.772833,0.6,10,,hnsw
pg-hnsw,250000,3,w1,788,2.532417,0.7,10,,hnsw
pg-hnsw,250000,3,w1,170,3.232375,0.5,10,,hnsw
pg-hnsw,250000,3,w1,710,2.637416,1.0,10,,hnsw
pg-hnsw,250000,3,w1,992,2.575625,0.8,10,,hnsw
pg-hnsw,250000,3,w1,453,2.7945,1.0,10,,hnsw
pg-hnsw,250000,3,w1,697,1.502375,1.0,10,,hnsw
pg-hnsw,250000,3,w1,339,2.682542,1.0,10,,hnsw
pg-hnsw,250000,3,w1,153,2.283917,1.0,10,,hnsw
pg-hnsw,250000,3,w1,781,1.357708,1.0,10,,hnsw
pg-hnsw,250000,3,w1,393,4.993,1.0,10,,hnsw
pg-hnsw,250000,3,w1,497,1.96175,1.0,10,,hnsw
pg-hnsw,250000,3,w1,552,2.783208,1.0,10,,hnsw
pg-hnsw,250000,3,w1,971,2.609875,0.9,10,,hnsw
pg-hnsw,250000,3,w1,994,2.870042,1.0,10,,hnsw
pg-hnsw,250000,3,w1,681,3.1325,1.0,10,,hnsw
pg-hnsw,250000,3,w1,211,3.093333,0.6,10,,hnsw
pg-hnsw,250000,3,w1,599,2.762833,0.8,10,,hnsw
pg-hnsw,250000,3,w1,801,2.748042,1.0,10,,hnsw
pg-hnsw,250000,3,w1,682,5.839167,1.0,10,,hnsw
pg-hnsw,250000,3,w1,652,2.090792,1.0,10,,hnsw
pg-hnsw,250000,3,w1,136,2.949042,1.0,10,,hnsw
pg-hnsw,250000,3,w1,141,2.557042,0.8,10,,hnsw
pg-hnsw,250000,3,w1,258,2.052209,0.9,10,,hnsw
pg-hnsw,250000,3,w1,232,2.118584,1.0,10,,hnsw
pg-hnsw,250000,3,w1,506,2.454125,0.9,10,,hnsw
pg-hnsw,250000,3,w1,857,1.722708,1.0,10,,hnsw
pg-hnsw,250000,3,w1,287,2.561708,0.9,10,,hnsw
pg-hnsw,250000,3,w1,867,2.705625,1.0,10,,hnsw
pg-hnsw,250000,3,w1,191,2.52125,1.0,10,,hnsw
pg-hnsw,250000,3,w1,550,2.081667,1.0,10,,hnsw
pg-hnsw,250000,3,w1,156,2.621583,1.0,10,,hnsw
pg-hnsw,250000,3,w1,383,2.262042,1.0,10,,hnsw
pg-hnsw,250000,3,w1,479,2.544458,1.0,10,,hnsw
pg-hnsw,250000,3,w1,547,2.184167,1.0,10,,hnsw
pg-hnsw,250000,3,w1,161,2.069125,1.0,10,,hnsw
pg-hnsw,250000,3,w1,193,2.558583,1.0,10,,hnsw
pg-hnsw,250000,3,w1,394,2.885541,0.9,10,,hnsw
pg-hnsw,250000,3,w1,796,2.691875,0.8,10,,hnsw
pg-hnsw,250000,3,w1,362,1.813958,1.0,10,,hnsw
pg-hnsw,250000,3,w1,668,2.165667,1.0,10,,hnsw
pg-hnsw,250000,3,w1,839,1.631833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,167,3.48875,1.0,10,,hnsw
pg-hnsw,250000,3,w1,762,2.657417,1.0,10,,hnsw
pg-hnsw,250000,3,w1,118,1.797625,1.0,10,,hnsw
pg-hnsw,250000,3,w1,257,3.21775,1.0,10,,hnsw
pg-hnsw,250000,3,w1,376,2.226584,1.0,10,,hnsw
pg-hnsw,250000,3,w1,561,1.88775,1.0,10,,hnsw
pg-hnsw,250000,3,w1,322,1.873833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,430,1.662583,1.0,10,,hnsw
pg-hnsw,250000,3,w1,220,2.054667,1.0,10,,hnsw
pg-hnsw,250000,3,w1,685,2.771833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,939,2.285666,1.0,10,,hnsw
pg-hnsw,250000,3,w1,592,2.268708,1.0,10,,hnsw
pg-hnsw,250000,3,w1,381,2.4505,1.0,10,,hnsw
pg-hnsw,250000,3,w1,937,2.894167,1.0,10,,hnsw
pg-hnsw,250000,3,w1,361,2.291291,1.0,10,,hnsw
pg-hnsw,250000,3,w1,443,2.849833,0.7,10,,hnsw
pg-hnsw,250000,3,w1,545,3.047583,1.0,10,,hnsw
pg-hnsw,250000,3,w1,245,1.439041,1.0,10,,hnsw
pg-hnsw,250000,3,w1,650,2.168917,0.9,10,,hnsw
pg-hnsw,250000,3,w1,439,2.65975,1.0,10,,hnsw
pg-hnsw,250000,3,w1,825,2.150083,1.0,10,,hnsw
pg-hnsw,250000,3,w1,410,5.912667,1.0,10,,hnsw
pg-hnsw,250000,3,w1,759,2.977875,0.9,10,,hnsw
pg-hnsw,250000,3,w1,420,1.735667,0.7,10,,hnsw
pg-hnsw,250000,3,w1,451,3.164125,0.9,10,,hnsw
pg-hnsw,250000,3,w1,150,3.208833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,210,3.320791,1.0,10,,hnsw
pg-hnsw,250000,3,w1,629,3.227791,0.8,10,,hnsw
pg-hnsw,250000,3,w1,538,1.497167,1.0,10,,hnsw
pg-hnsw,250000,3,w1,395,2.160083,1.0,10,,hnsw
pg-hnsw,250000,3,w1,676,2.897542,1.0,10,,hnsw
pg-hnsw,250000,3,w1,581,2.724375,0.7,10,,hnsw
pg-hnsw,250000,3,w1,819,5.311084,1.0,10,,hnsw
pg-hnsw,250000,3,w1,269,2.323,0.9,10,,hnsw
pg-hnsw,250000,3,w1,163,1.835333,1.0,10,,hnsw
pg-hnsw,250000,3,w1,366,2.396709,1.0,10,,hnsw
pg-hnsw,250000,3,w1,485,2.23925,1.0,10,,hnsw
pg-hnsw,250000,3,w1,449,5.819958,1.0,10,,hnsw
pg-hnsw,250000,3,w1,743,3.240416,1.0,10,,hnsw
pg-hnsw,250000,3,w1,721,1.831417,1.0,10,,hnsw
pg-hnsw,250000,3,w1,567,1.71,1.0,10,,hnsw
pg-hnsw,250000,3,w1,888,2.413375,1.0,10,,hnsw
pg-hnsw,250000,3,w1,333,2.563125,1.0,10,,hnsw
pg-hnsw,250000,3,w1,875,2.038792,0.9,10,,hnsw
pg-hnsw,250000,3,w1,806,6.197042,0.9,10,,hnsw
pg-hnsw,250000,3,w1,303,2.422917,1.0,10,,hnsw
pg-hnsw,250000,3,w1,654,2.822208,0.9,10,,hnsw
pg-hnsw,250000,3,w1,722,2.348625,1.0,10,,hnsw
pg-hnsw,250000,3,w1,648,2.537833,0.7,10,,hnsw
pg-hnsw,250000,3,w1,572,4.303416,1.0,10,,hnsw
pg-hnsw,250000,3,w1,178,2.89875,1.0,10,,hnsw
pg-hnsw,250000,3,w1,554,2.298583,1.0,10,,hnsw
pg-hnsw,250000,3,w1,884,2.069709,1.0,10,,hnsw
pg-hnsw,250000,3,w1,990,2.415541,1.0,10,,hnsw
pg-hnsw,250000,3,w1,527,5.764833,1.0,10,,hnsw
pg-hnsw,250000,3,w1,243,2.593625,1.0,10,,hnsw
pg-hnsw,250000,3,w1,807,2.131125,1.0,10,,hnsw
pg-hnsw,250000,3,w1,618,1.895958,1.0,10,,hnsw
pg-hnsw,250000,3,w1,933,2.251209,1.0,10,,hnsw
pg-hnsw,250000,3,w1,757,2.647667,1.0,10,,hnsw
pg-hnsw,250000,3,w1,699,2.10875,0.4,10,,hnsw
