engine,dataset_size,repetition,workload,query_rank,latency_ms,recall10,returned_count,candidate_count,execution_path
qdrant,250000,3,w1,423,10.421125,1.0,10,10,approx
qdrant,250000,3,w1,122,6.533041,1.0,10,10,approx
qdrant,250000,3,w1,706,5.976125,1.0,10,10,approx
qdrant,250000,3,w1,418,9.288208,1.0,10,10,approx
qdrant,250000,3,w1,908,6.6505,1.0,10,10,approx
qdrant,250000,3,w1,642,6.466708,1.0,10,10,approx
qdrant,250000,3,w1,515,10.885709,1.0,10,10,approx
qdrant,250000,3,w1,225,6.881125,1.0,10,10,approx
qdrant,250000,3,w1,176,15.627833,1.0,10,10,approx
qdrant,250000,3,w1,644,7.635625,1.0,10,10,approx
qdrant,250000,3,w1,576,7.924667,1.0,10,10,approx
qdrant,250000,3,w1,785,7.740375,1.0,10,10,approx
qdrant,250000,3,w1,431,6.586375,1.0,10,10,approx
qdrant,250000,3,w1,415,6.882667,1.0,10,10,approx
qdrant,250000,3,w1,508,10.089833,1.0,10,10,approx
qdrant,250000,3,w1,248,7.766,1.0,10,10,approx
qdrant,250000,3,w1,522,7.60575,1.0,10,10,approx
qdrant,250000,3,w1,301,6.645458,1.0,10,10,approx
qdrant,250000,3,w1,694,6.293875,1.0,10,10,approx
qdrant,250000,3,w1,711,6.633708,0.8,10,10,approx
qdrant,250000,3,w1,227,7.158333,1.0,10,10,approx
qdrant,250000,3,w1,880,8.34225,1.0,10,10,approx
qdrant,250000,3,w1,701,12.955917,1.0,10,10,approx
qdrant,250000,3,w1,113,6.793084,1.0,10,10,approx
qdrant,250000,3,w1,656,8.07,1.0,10,10,approx
qdrant,250000,3,w1,899,7.059792,0.9,10,10,approx
qdrant,250000,3,w1,351,7.518541,1.0,10,10,approx
qdrant,250000,3,w1,620,6.484625,1.0,10,10,approx
qdrant,250000,3,w1,792,9.25975,1.0,10,10,approx
qdrant,250000,3,w1,492,14.417917,1.0,10,10,approx
qdrant,250000,3,w1,802,7.499,1.0,10,10,approx
qdrant,250000,3,w1,328,6.501125,1.0,10,10,approx
qdrant,250000,3,w1,131,10.514333,1.0,10,10,approx
qdrant,250000,3,w1,445,7.019917,1.0,10,10,approx
qdrant,250000,3,w1,739,6.594625,1.0,10,10,approx
qdrant,250000,3,w1,413,6.377416,1.0,10,10,approx
qdrant,250000,3,w1,950,10.393167,1.0,10,10,approx
qdrant,250000,3,w1,458,9.413333,1.0,10,10,approx
qdrant,250000,3,w1,427,9.375083,0.7,10,10,approx
qdrant,250000,3,w1,505,8.384042,1.0,10,10,approx
qdrant,250000,3,w1,134,7.683625,1.0,10,10,approx
qdrant,250000,3,w1,635,7.026333,1.0,10,10,approx
qdrant,250000,3,w1,961,9.573625,1.0,10,10,approx
qdrant,250000,3,w1,949,8.436292,1.0,10,10,approx
qdrant,250000,3,w1,173,8.387583,1.0,10,10,approx
qdrant,250000,3,w1,546,6.480792,1.0,10,10,approx
qdrant,250000,3,w1,915,6.585833,1.0,10,10,approx
qdrant,250000,3,w1,700,6.931208,1.0,10,10,approx
qdrant,250000,3,w1,203,9.657333,1.0,10,10,approx
qdrant,250000,3,w1,396,10.956209,1.0,10,10,approx
qdrant,250000,3,w1,422,10.596125,1.0,10,10,approx
qdrant,250000,3,w1,536,5.705,1.0,10,10,approx
qdrant,250000,3,w1,793,5.654584,1.0,10,10,approx
qdrant,250000,3,w1,368,7.118167,1.0,10,10,approx
qdrant,250000,3,w1,608,6.658583,1.0,10,10,approx
qdrant,250000,3,w1,715,9.202958,1.0,10,10,approx
qdrant,250000,3,w1,895,7.966292,1.0,10,10,approx
qdrant,250000,3,w1,627,7.430875,1.0,10,10,approx
qdrant,250000,3,w1,809,7.124042,1.0,10,10,approx
qdrant,250000,3,w1,638,7.275875,1.0,10,10,approx
qdrant,250000,3,w1,794,6.605292,1.0,10,10,approx
qdrant,250000,3,w1,387,13.056958,1.0,10,10,approx
qdrant,250000,3,w1,406,7.258916,1.0,10,10,approx
qdrant,250000,3,w1,993,6.303666,1.0,10,10,approx
qdrant,250000,3,w1,363,8.6705,0.9,10,10,approx
qdrant,250000,3,w1,657,8.713583,1.0,10,10,approx
qdrant,250000,3,w1,317,6.776667,1.0,10,10,approx
qdrant,250000,3,w1,671,9.169166,0.9,10,10,approx
qdrant,250000,3,w1,691,6.814625,1.0,10,10,approx
qdrant,250000,3,w1,755,6.605417,1.0,10,10,approx
qdrant,250000,3,w1,798,6.874917,1.0,10,10,approx
qdrant,250000,3,w1,851,14.452917,1.0,10,10,approx
qdrant,250000,3,w1,955,6.132833,1.0,10,10,approx
qdrant,250000,3,w1,494,9.408917,1.0,10,10,approx
qdrant,250000,3,w1,874,6.124083,0.9,10,10,approx
qdrant,250000,3,w1,486,6.191083,1.0,10,10,approx
qdrant,250000,3,w1,562,14.569375,1.0,10,10,approx
qdrant,250000,3,w1,316,7.584125,1.0,10,10,approx
qdrant,250000,3,w1,401,6.348917,1.0,10,10,approx
qdrant,250000,3,w1,290,6.47625,1.0,10,10,approx
qdrant,250000,3,w1,746,6.974625,1.0,10,10,approx
qdrant,250000,3,w1,520,6.658834,1.0,10,10,approx
qdrant,250000,3,w1,481,10.212125,1.0,10,10,approx
qdrant,250000,3,w1,319,6.568041,1.0,10,10,approx
qdrant,250000,3,w1,539,6.569125,1.0,10,10,approx
qdrant,250000,3,w1,769,7.570125,1.0,10,10,approx
qdrant,250000,3,w1,988,7.569334,1.0,10,10,approx
qdrant,250000,3,w1,407,6.821875,1.0,10,10,approx
qdrant,250000,3,w1,927,7.641833,1.0,10,10,approx
qdrant,250000,3,w1,314,6.241875,1.0,10,10,approx
qdrant,250000,3,w1,605,9.818584,1.0,10,10,approx
qdrant,250000,3,w1,559,11.047375,1.0,10,10,approx
qdrant,250000,3,w1,956,6.503625,1.0,10,10,approx
qdrant,250000,3,w1,529,6.700125,1.0,10,10,approx
qdrant,250000,3,w1,129,6.821416,1.0,10,10,approx
qdrant,250000,3,w1,578,10.344209,1.0,10,10,approx
qdrant,250000,3,w1,718,7.24525,1.0,10,10,approx
qdrant,250000,3,w1,738,11.151292,1.0,10,10,approx
qdrant,250000,3,w1,877,6.768875,1.0,10,10,approx
qdrant,250000,3,w1,284,9.6085,1.0,10,10,approx
qdrant,250000,3,w1,321,10.973208,1.0,10,10,approx
qdrant,250000,3,w1,856,7.515333,1.0,10,10,approx
qdrant,250000,3,w1,474,6.585375,1.0,10,10,approx
qdrant,250000,3,w1,375,6.686541,1.0,10,10,approx
qdrant,250000,3,w1,541,6.382209,0.9,10,10,approx
qdrant,250000,3,w1,893,6.16725,1.0,10,10,approx
qdrant,250000,3,w1,360,6.44675,1.0,10,10,approx
qdrant,250000,3,w1,148,9.291292,1.0,10,10,approx
qdrant,250000,3,w1,859,5.680541,1.0,10,10,approx
qdrant,250000,3,w1,349,6.509417,0.9,10,10,approx
qdrant,250000,3,w1,714,8.201875,0.9,10,10,approx
qdrant,250000,3,w1,986,13.95825,1.0,10,10,approx
qdrant,250000,3,w1,298,7.075958,1.0,10,10,approx
qdrant,250000,3,w1,537,9.085042,0.9,10,10,approx
qdrant,250000,3,w1,217,5.774916,1.0,10,10,approx
qdrant,250000,3,w1,172,8.657208,1.0,10,10,approx
qdrant,250000,3,w1,262,9.251666,1.0,10,10,approx
qdrant,250000,3,w1,834,6.317792,0.9,10,10,approx
qdrant,250000,3,w1,965,7.09325,1.0,10,10,approx
qdrant,250000,3,w1,853,6.472083,0.4,10,10,approx
qdrant,250000,3,w1,641,8.763792,1.0,10,10,approx
qdrant,250000,3,w1,501,11.814375,1.0,10,10,approx
qdrant,250000,3,w1,452,5.713375,1.0,10,10,approx
qdrant,250000,3,w1,655,7.384959,1.0,10,10,approx
qdrant,250000,3,w1,903,10.434625,0.9,10,10,approx
qdrant,250000,3,w1,983,9.095583,1.0,10,10,approx
qdrant,250000,3,w1,747,8.906875,1.0,10,10,approx
qdrant,250000,3,w1,130,8.352041,1.0,10,10,approx
qdrant,250000,3,w1,588,8.764666,0.7,10,10,approx
qdrant,250000,3,w1,613,6.984375,1.0,10,10,approx
qdrant,250000,3,w1,432,11.813708,1.0,10,10,approx
qdrant,250000,3,w1,684,8.583375,1.0,10,10,approx
qdrant,250000,3,w1,336,9.345167,1.0,10,10,approx
qdrant,250000,3,w1,881,6.482583,1.0,10,10,approx
qdrant,250000,3,w1,307,6.86275,1.0,10,10,approx
qdrant,250000,3,w1,239,10.446584,1.0,10,10,approx
qdrant,250000,3,w1,179,6.944125,1.0,10,10,approx
qdrant,250000,3,w1,488,7.257083,1.0,10,10,approx
qdrant,250000,3,w1,535,9.864333,1.0,10,10,approx
qdrant,250000,3,w1,911,7.188125,1.0,10,10,approx
qdrant,250000,3,w1,630,6.526792,1.0,10,10,approx
qdrant,250000,3,w1,274,7.970333,1.0,10,10,approx
qdrant,250000,3,w1,108,8.170917,1.0,10,10,approx
qdrant,250000,3,w1,435,6.654916,1.0,10,10,approx
qdrant,250000,3,w1,464,14.44425,0.9,10,10,approx
qdrant,250000,3,w1,858,7.92875,1.0,10,10,approx
qdrant,250000,3,w1,470,7.70125,1.0,10,10,approx
qdrant,250000,3,w1,544,6.889291,1.0,10,10,approx
qdrant,250000,3,w1,380,7.221125,1.0,10,10,approx
qdrant,250000,3,w1,264,6.88,1.0,10,10,approx
qdrant,250000,3,w1,249,12.238875,1.0,10,10,approx
qdrant,250000,3,w1,285,7.503292,1.0,10,10,approx
qdrant,250000,3,w1,504,7.001917,1.0,10,10,approx
qdrant,250000,3,w1,612,9.343458,1.0,10,10,approx
qdrant,250000,3,w1,957,6.441625,1.0,10,10,approx
qdrant,250000,3,w1,206,7.044,0.7,10,10,approx
qdrant,250000,3,w1,469,10.498333,1.0,10,10,approx
qdrant,250000,3,w1,516,7.331458,1.0,10,10,approx
qdrant,250000,3,w1,116,6.540042,0.8,10,10,approx
qdrant,250000,3,w1,788,7.572625,1.0,10,10,approx
qdrant,250000,3,w1,170,8.384792,0.9,10,10,approx
qdrant,250000,3,w1,710,8.070958,1.0,10,10,approx
qdrant,250000,3,w1,992,6.683792,1.0,10,10,approx
qdrant,250000,3,w1,453,8.326792,1.0,10,10,approx
qdrant,250000,3,w1,697,8.956209,1.0,10,10,approx
qdrant,250000,3,w1,339,8.889583,1.0,10,10,approx
qdrant,250000,3,w1,153,9.789875,1.0,10,10,approx
qdrant,250000,3,w1,781,6.75825,1.0,10,10,approx
qdrant,250000,3,w1,393,6.840125,1.0,10,10,approx
qdrant,250000,3,w1,497,7.330666,1.0,10,10,approx
qdrant,250000,3,w1,552,13.324209,1.0,10,10,approx
qdrant,250000,3,w1,971,10.624166,1.0,10,10,approx
qdrant,250000,3,w1,994,6.419791,1.0,10,10,approx
qdrant,250000,3,w1,681,5.663583,0.9,10,10,approx
qdrant,250000,3,w1,211,7.175375,0.6,10,10,approx
qdrant,250000,3,w1,599,13.082958,0.9,10,10,approx
qdrant,250000,3,w1,801,11.215917,1.0,10,10,approx
qdrant,250000,3,w1,682,7.1595,1.0,10,10,approx
qdrant,250000,3,w1,652,6.651625,1.0,10,10,approx
qdrant,250000,3,w1,136,6.670458,1.0,10,10,approx
qdrant,250000,3,w1,141,10.74975,0.9,10,10,approx
qdrant,250000,3,w1,258,6.144083,0.9,10,10,approx
qdrant,250000,3,w1,232,6.867917,1.0,10,10,approx
qdrant,250000,3,w1,506,10.149834,0.8,10,10,approx
qdrant,250000,3,w1,857,7.377542,1.0,10,10,approx
qdrant,250000,3,w1,287,10.741917,1.0,10,10,approx
qdrant,250000,3,w1,867,6.360959,1.0,10,10,approx
qdrant,250000,3,w1,191,9.559292,1.0,10,10,approx
qdrant,250000,3,w1,550,6.89975,1.0,10,10,approx
qdrant,250000,3,w1,156,6.86325,1.0,10,10,approx
qdrant,250000,3,w1,383,6.9465,1.0,10,10,approx
qdrant,250000,3,w1,479,12.268667,1.0,10,10,approx
qdrant,250000,3,w1,547,9.741958,1.0,10,10,approx
qdrant,250000,3,w1,161,6.625625,1.0,10,10,approx
qdrant,250000,3,w1,193,6.8915,1.0,10,10,approx
qdrant,250000,3,w1,394,6.518167,0.9,10,10,approx
qdrant,250000,3,w1,796,6.741,0.9,10,10,approx
qdrant,250000,3,w1,362,7.460875,1.0,10,10,approx
qdrant,250000,3,w1,668,10.328875,1.0,10,10,approx
qdrant,250000,3,w1,839,6.574583,1.0,10,10,approx
qdrant,250000,3,w1,167,7.377791,1.0,10,10,approx
qdrant,250000,3,w1,762,6.637625,1.0,10,10,approx
qdrant,250000,3,w1,118,12.037083,1.0,10,10,approx
qdrant,250000,3,w1,257,9.952125,1.0,10,10,approx
qdrant,250000,3,w1,376,11.42425,1.0,10,10,approx
qdrant,250000,3,w1,561,6.6235,1.0,10,10,approx
qdrant,250000,3,w1,322,7.862333,1.0,10,10,approx
qdrant,250000,3,w1,430,10.569875,1.0,10,10,approx
qdrant,250000,3,w1,220,7.32,0.9,10,10,approx
qdrant,250000,3,w1,685,6.954125,1.0,10,10,approx
