ef_search,engine,hnsw_max_scan_tuples,iterative_scan,median_all_ms_tuning_only,min_mean_recall10,scan_mem_multiplier,w2_0_1_median_ms,w2_0_1_min_returned,w2_0_1_p95_ms,w2_0_1_recall,w2_10_median_ms,w2_10_min_returned,w2_10_p95_ms,w2_10_recall,w2_1_median_ms,w2_1_min_returned,w2_1_p95_ms,w2_1_recall,w2_50_median_ms,w2_50_min_returned,w2_50_p95_ms,w2_50_recall,w3_median_ms,w3_min_returned,w3_p95_ms,w3_recall
60,pg-hnsw,5000,strict_order,3.4697085,0.809,2,0.5975625,10,1.0625041499999999,1.0,3.7836255,10,7.256887149999999,0.903,8.751646000000001,10,11.253855949999998,0.809,2.1182715,10,3.4980079999999982,0.9560000000000001,4.577458,10,7.094891649999999,0.8960000000000001
60,pg-hnsw,10000,strict_order,2.8279795,0.8800000000000001,2,0.671375,10,1.03367145,1.0,2.69825,10,4.510126799999999,0.903,15.5691875,10,18.26599165,0.8800000000000001,1.828083,10,2.9633877999999996,0.9560000000000001,5.1895415,10,7.926030599999999,0.8960000000000001
60,pg-hnsw,20000,strict_order,3.1705625,0.8910000000000001,2,0.596625,10,0.7975333499999999,1.0,3.202396,10,5.712652699999999,0.903,16.555146,10,29.080083,0.8910000000000001,2.180104,10,3.21436635,0.9560000000000001,4.524062499999999,10,6.891963949999999,0.8960000000000001
60,pg-hnsw,40000,strict_order,2.9589584999999996,0.8910000000000001,2,0.535771,10,0.7543208499999999,1.0,3.0732915,10,4.943795499999999,0.903,15.3040625,10,27.33869965,0.8910000000000001,1.77725,10,2.81937675,0.9560000000000001,4.4658750000000005,10,7.7035994,0.8960000000000001
60,pg-hnsw,80000,strict_order,2.906167,0.8910000000000001,2,0.573542,10,1.06420385,1.0,3.0130204999999997,10,5.46478125,0.903,15.219521,10,27.33263065,0.8910000000000001,1.8093750000000002,10,2.9091131,0.9560000000000001,4.345979,10,7.253318749999999,0.8960000000000001
60,pg-hnsw,100000,strict_order,2.9433335,0.8910000000000001,2,0.568917,10,0.7961850999999999,1.0,3.0046665,10,4.77944165,0.903,15.160896000000001,10,26.778602399999997,0.8910000000000001,1.7034375,10,2.9886440999999984,0.9560000000000001,4.69325,10,8.9686476,0.8960000000000001
