engine,mean_recall10,median_latency_ms_tuning_only,p95_latency_ms_tuning_only,queries,query_rescore,query_search_list_size
pg-diskann,0.9490000000000001,5.302771,7.400803849999999,100,50,50
pg-diskann,0.9810000000000002,6.3898955,9.496176449999998,100,100,75
pg-diskann,0.9810000000000002,6.5092289999999995,10.8260753,100,100,100
pg-diskann,0.9890000000000001,11.231916,15.3610952,100,200,100
pg-diskann,0.9910000000000001,11.318000000000001,15.269944049999998,100,200,150
pg-diskann,0.995,17.668312999999998,24.130545849999997,100,400,200
pg-diskann,0.996,22.8138335,30.970296149999992,100,600,300
pg-diskann,0.998,28.148062,38.101155950000006,100,800,400
pg-diskann,0.9990000000000001,36.049437499999996,47.170160100000004,100,1000,600
