engine,hnsw_ef,median_all_ms_tuning_only,min_mean_recall10,w2_0_1_median_ms,w2_0_1_min_returned,w2_0_1_p95_ms,w2_0_1_recall,w2_10_median_ms,w2_10_min_returned,w2_10_p95_ms,w2_10_recall,w2_1_median_ms,w2_1_min_returned,w2_1_p95_ms,w2_1_recall,w2_50_median_ms,w2_50_min_returned,w2_50_p95_ms,w2_50_recall,w3_median_ms,w3_min_returned,w3_p95_ms,w3_recall
qdrant,40,8.252771,0.9170000000000001,7.8767914999999995,10,11.4167893,1.0,9.927479,10,13.331062150000001,0.9930000000000001,6.883917,10,11.8913923,1.0,6.552479,10,13.576862499999997,0.9330000000000002,9.536999999999999,10,12.733190999999998,0.9170000000000001
qdrant,60,8.0171875,0.9180000000000001,5.694917,10,10.9693455,1.0,9.2711665,10,13.52432295,0.998,7.385229,10,12.85386185,1.0,8.342125,10,14.523864899999998,0.956,7.968583499999999,10,10.659091349999999,0.9180000000000001
qdrant,80,7.5342085,0.9200000000000002,7.5314375,10,12.320457999999997,1.0,8.458625,10,10.589886049999999,0.9990000000000001,7.1214794999999995,10,11.165158349999999,1.0,6.78075,10,8.25226635,0.9670000000000001,7.7014165000000006,10,9.01039375,0.9200000000000002
qdrant,100,7.411875,0.921,6.0758545,10,13.413768449999994,1.0,8.550875000000001,10,11.534162199999999,0.9990000000000001,6.298375,10,12.431347299999997,1.0,7.454458,10,9.4377152,0.9780000000000001,7.742729,10,11.337595499999999,0.921
qdrant,150,8.045271,0.9239999999999999,6.788562499999999,10,10.012215249999999,1.0,8.582479,10,10.676099999999998,0.9990000000000001,8.3886875,10,14.119003849999999,1.0,8.420771,10,11.755064549999997,0.9910000000000001,7.5544375,10,9.030914899999999,0.9239999999999999
qdrant,200,8.250084000000001,0.9299999999999998,6.038562499999999,10,11.338383949999999,1.0,8.644063,10,12.710683,0.9990000000000001,5.092874999999999,10,11.3266729,1.0,9.626021,10,12.21293335,0.9930000000000001,8.1512505,10,9.8936729,0.9299999999999998
qdrant,300,8.260875,0.9349999999999998,6.8698125,10,17.188483649999995,1.0,8.66675,10,11.77656635,1.0,5.508604500000001,10,10.200960699999994,1.0,11.548,10,13.5395,0.996,7.514666500000001,10,9.37076875,0.9349999999999998
