engine,dataset_size,repetition,workload,query_rank,latency_ms,recall10,returned_count,candidate_count,execution_path
qdrant,100000,1,w1,550,6.874458,1.0,10,10,approx
qdrant,100000,1,w1,729,4.728541,0.6,10,10,approx
qdrant,100000,1,w1,743,5.301375,1.0,10,10,approx
qdrant,100000,1,w1,274,6.572416,1.0,10,10,approx
qdrant,100000,1,w1,570,7.435375,1.0,10,10,approx
qdrant,100000,1,w1,245,7.463458,1.0,10,10,approx
qdrant,100000,1,w1,293,5.822875,1.0,10,10,approx
qdrant,100000,1,w1,666,4.651709,1.0,10,10,approx
qdrant,100000,1,w1,665,5.344584,1.0,10,10,approx
qdrant,100000,1,w1,945,6.286792,0.8,10,10,approx
qdrant,100000,1,w1,495,4.179042,1.0,10,10,approx
qdrant,100000,1,w1,394,6.154583,0.8,10,10,approx
qdrant,100000,1,w1,243,7.297083,1.0,10,10,approx
qdrant,100000,1,w1,255,4.873708,1.0,10,10,approx
qdrant,100000,1,w1,726,6.045709,1.0,10,10,approx
qdrant,100000,1,w1,189,5.425875,1.0,10,10,approx
qdrant,100000,1,w1,151,5.091333,1.0,10,10,approx
qdrant,100000,1,w1,192,4.5365,1.0,10,10,approx
qdrant,100000,1,w1,161,6.241292,1.0,10,10,approx
qdrant,100000,1,w1,833,4.913209,0.9,10,10,approx
qdrant,100000,1,w1,673,4.637333,0.9,10,10,approx
qdrant,100000,1,w1,507,4.866292,1.0,10,10,approx
qdrant,100000,1,w1,129,6.014709,0.7,10,10,approx
qdrant,100000,1,w1,238,5.606583,1.0,10,10,approx
qdrant,100000,1,w1,260,4.650209,1.0,10,10,approx
qdrant,100000,1,w1,212,3.954542,1.0,10,10,approx
qdrant,100000,1,w1,208,7.848542,1.0,10,10,approx
qdrant,100000,1,w1,536,5.12925,1.0,10,10,approx
qdrant,100000,1,w1,508,6.253084,1.0,10,10,approx
qdrant,100000,1,w1,138,6.6575,1.0,10,10,approx
qdrant,100000,1,w1,442,6.895042,1.0,10,10,approx
qdrant,100000,1,w1,359,6.179084,1.0,10,10,approx
qdrant,100000,1,w1,955,6.413666,1.0,10,10,approx
qdrant,100000,1,w1,494,6.668958,0.9,10,10,approx
qdrant,100000,1,w1,763,6.749792,1.0,10,10,approx
qdrant,100000,1,w1,520,6.830125,1.0,10,10,approx
qdrant,100000,1,w1,418,7.178958,1.0,10,10,approx
qdrant,100000,1,w1,661,7.145334,1.0,10,10,approx
qdrant,100000,1,w1,229,12.147125,1.0,10,10,approx
qdrant,100000,1,w1,231,7.039667,1.0,10,10,approx
qdrant,100000,1,w1,195,5.734167,1.0,10,10,approx
qdrant,100000,1,w1,896,6.832542,0.5,10,10,approx
qdrant,100000,1,w1,391,4.663791,1.0,10,10,approx
qdrant,100000,1,w1,113,4.693666,1.0,10,10,approx
qdrant,100000,1,w1,276,7.248375,0.9,10,10,approx
qdrant,100000,1,w1,935,5.930458,1.0,10,10,approx
qdrant,100000,1,w1,701,6.813708,1.0,10,10,approx
qdrant,100000,1,w1,723,6.464666,0.8,10,10,approx
qdrant,100000,1,w1,683,5.1875,1.0,10,10,approx
qdrant,100000,1,w1,560,6.892291,0.9,10,10,approx
qdrant,100000,1,w1,700,4.924,1.0,10,10,approx
qdrant,100000,1,w1,716,5.166583,1.0,10,10,approx
qdrant,100000,1,w1,912,5.958209,1.0,10,10,approx
qdrant,100000,1,w1,258,5.506625,1.0,10,10,approx
qdrant,100000,1,w1,173,5.73675,0.7,10,10,approx
qdrant,100000,1,w1,638,6.072458,1.0,10,10,approx
qdrant,100000,1,w1,335,6.2505,0.9,10,10,approx
qdrant,100000,1,w1,503,7.231083,1.0,10,10,approx
qdrant,100000,1,w1,813,6.780333,1.0,10,10,approx
qdrant,100000,1,w1,406,7.0075,1.0,10,10,approx
qdrant,100000,1,w1,242,9.129334,1.0,10,10,approx
qdrant,100000,1,w1,137,10.4245,1.0,10,10,approx
qdrant,100000,1,w1,446,8.331584,1.0,10,10,approx
qdrant,100000,1,w1,947,9.449125,1.0,10,10,approx
qdrant,100000,1,w1,506,8.622625,0.9,10,10,approx
qdrant,100000,1,w1,228,8.862791,0.9,10,10,approx
qdrant,100000,1,w1,342,11.148166,0.9,10,10,approx
qdrant,100000,1,w1,939,9.978792,1.0,10,10,approx
qdrant,100000,1,w1,705,7.478542,0.9,10,10,approx
qdrant,100000,1,w1,651,5.488,1.0,10,10,approx
qdrant,100000,1,w1,944,6.192542,0.8,10,10,approx
qdrant,100000,1,w1,745,6.806042,0.9,10,10,approx
qdrant,100000,1,w1,422,5.433416,1.0,10,10,approx
qdrant,100000,1,w1,443,6.937792,1.0,10,10,approx
qdrant,100000,1,w1,923,5.466584,0.9,10,10,approx
qdrant,100000,1,w1,322,4.630709,1.0,10,10,approx
qdrant,100000,1,w1,569,5.349958,1.0,10,10,approx
qdrant,100000,1,w1,878,5.009625,1.0,10,10,approx
qdrant,100000,1,w1,882,4.316959,1.0,10,10,approx
qdrant,100000,1,w1,437,6.067834,1.0,10,10,approx
qdrant,100000,1,w1,510,5.091416,0.8,10,10,approx
qdrant,100000,1,w1,801,4.760042,1.0,10,10,approx
qdrant,100000,1,w1,136,4.834833,1.0,10,10,approx
qdrant,100000,1,w1,622,5.362833,1.0,10,10,approx
qdrant,100000,1,w1,249,6.51025,1.0,10,10,approx
qdrant,100000,1,w1,275,4.893458,1.0,10,10,approx
qdrant,100000,1,w1,626,8.540792,1.0,10,10,approx
qdrant,100000,1,w1,447,4.545083,1.0,10,10,approx
qdrant,100000,1,w1,856,4.678375,1.0,10,10,approx
qdrant,100000,1,w1,286,6.607917,1.0,10,10,approx
qdrant,100000,1,w1,690,5.465709,0.9,10,10,approx
qdrant,100000,1,w1,792,5.457333,1.0,10,10,approx
qdrant,100000,1,w1,843,5.671042,1.0,10,10,approx
qdrant,100000,1,w1,200,5.215459,1.0,10,10,approx
qdrant,100000,1,w1,426,5.746583,1.0,10,10,approx
qdrant,100000,1,w1,388,4.14325,1.0,10,10,approx
qdrant,100000,1,w1,684,5.229542,1.0,10,10,approx
qdrant,100000,1,w1,533,4.841166,1.0,10,10,approx
qdrant,100000,1,w1,710,5.992584,1.0,10,10,approx
qdrant,100000,1,w1,656,6.167084,1.0,10,10,approx
qdrant,100000,1,w1,688,5.478,1.0,10,10,approx
